Departamento,Código da Disciplina,Descrição da Disciplina,Nível de Ensino,Curso(s),Carga Horária,Teórica/Prática,Cód. Pré-Requisitos,Cód. Co-Requisitos,Data da Apuração
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.16911,MÁQUINAS ELÉTRICAS E ACIONAMENTOS ELETRO-ELETRÔNICOS - 3 SÉRIE,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.16913,PROCESSOS DE USINAGEM II - 3° SÉRIE,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA,120,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.17,REDAÇÃO - 2ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.18,REDAÇÃO - 3ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.19,MATEMÁTICA - 1ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",160,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.20,MATEMÁTICA - 2ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",120,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.21,MATEMÁTICA - 3ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.22,BIOLOGIA - 1ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",120,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.23,BIOLOGIA - 2ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.24,FÍSICA - 1ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",160,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.25,FÍSICA - 2ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",120,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.26,FÍSICA - 3ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.27,QUÍMICA - 1ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.28,QUÍMICA - 2ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.29,QUÍMICA - 3ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.30,LÍNGUA ESTRANGEIRA: INGLÊS - 1ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.31,LÍNGUA ESTRANGEIRA: INGLÊS - 2ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.32,LÍNGUA ESTRANGEIRA: INGLÊS - 3ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.33,GEOGRAFIA - 1ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.34,GEOGRAFIA - 2ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",120,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.35,HISTÓRIA - 1ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.36,HISTÓRIA - 2ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.37,HISTÓRIA - 3ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.38,FILOSOFIA - 1ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.39,FILOSOFIA - 2ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4FGE.40,SOCIOLOGIA,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM ELETRÔNICA",160,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4MEC.006,ELEMENTOS DE MÁQUINAS,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4MEC.034-T,COMANDOS ÓLEO-HIDRÁULICOS,TÉCNICO INTEGRADO,"TÉCNICO EM MECÂNICA , TÉCNICO EM MECÂNICA , TÉCNICO EM MECÂNICA , TÉCNICO EM MECÂNICA , TÉCNICO EM MECÂNICA , TÉCNICO EM MECÂNICA (SUBSEQUENTE) , TÉCNICO EM MECÂNICA , TÉCNICO EM MECÂNICA (SUBSEQUENTE) , TÉCNICO EM MECÂNICA (SUBSEQUENTE) , TÉCNICO EM MECÂNICA (SUBSEQUENTE)",40,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4MEC.17298,DESENHO TÉCNICO MECÂNICO,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA , TÉCNICO DE NÍVEL MÉDIO EM MECÂNICA",120,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4MIN.003,PESQUISA MINERAL II,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4MIN.004,GEOLOGIA II,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4MIN.17507,DESENHO CARTOGRÁFICO,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4MIN.17539,GEOLOGIA I,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4MIN.17579,LAVRA DE MINAS II,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4MIN.17608,PESQUISA MINERAL I,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4MIN.17650,SISTEMAS DE GESTÃO,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4MIN.17660,TRATAMENTO DE MINÉRIOS I,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO , TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4MIN.22,INTRODUÇÃO À ESTATÍSTICA,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4MIN.23,LABORATÓRIO DE MINERALOGIA E PETROGRAFIA,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4MIN.25,TOPOGRAFIA,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4MIN.26,LAVRA DE MINAS I,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4MIN.27,TRATAMENTO DE MINÉRIOS II,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4MIN.28,HIDRÁULICA,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4MIN.29,LABORATÓRIO DE GEOPROCESSAMENTO,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4MIN.30,LABORATÓRIO DE INFORMÁTICA APLICADA,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - AX,4MIN.31,LABORATÓRIO DE TRATAMENTO DE MINÉRIOS,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MINERAÇÃO,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
